UT,PY,text,com,dgr_int
2-S2.0-85091665759,2020,"exploring how consumer goods companies innovate in the digital age: the role of big data analytics companies. the advent and development of digital technologies have brought about a proliferation of online consumer reviews (ocrs), i.e., real-time customers’ evaluations of products, services, and brands. increasingly, e-commerce platforms are using them to gain insights from customer feedback. meanwhile, a new generation of big data analytics (bda) companies are crowdsourcing large volumes of ocrs by means of controlled ad hoc online experiments and advanced machine learning (ml) techniques to forecast demand and determine the market potential for new products in several industries. we illustrate how this process is taking place for consumer goods companies by exploring the case of uk digital bda company, soundout. based on an in-depth qualitative analysis, we develop the consumer goods company innovation (cgci) conceptual framework, which illustrates how digital bda firms help consumer goods companies to test new products before they are launched on the market, and innovate. theoretical and managerial implications are discussed.",1,1.627631664196667
2-S2.0-85057624886,2019,"big data for business management in the retail industry. purpose: the purpose of this paper is to shed light on how big data deployment transforms organizational practices, thereby generating potential benefits, in a specific industry: retail. design/methodology/approach: to achieve the paper’s goal, the authors have conducted several semi-structured interviews with marketing managers of four retailers in italy, and researched secondary data to get a broader picture of big data deployment in the organizations. findings: data analysis helped identify specific aspects related to big data deployment, data gathering methods, required competences and data sharing approaches. originality/value: despite the growing interest in big data in various fields of research, there are still few empirical studies on big data deployment in organizations in the management field, and even fewer on specific sectors. this research provides evidence of specific areas of analysis concerning big data in the retail industry.",1,1.6505695762773906
2-S2.0-46549086973,2008,"on the development of a technology intelligence tool for identifying technology opportunity. technology intelligence tools have come to be regarded as vital components in planning for technology development and formulating technology strategies. however, most such tools currently focus on providing graphical frameworks and databases to support the process of technology analysis. techpioneer, the proposed tool in this paper, aims to offer decisive information in order to identify technology opportunities. to this end, the system uses textual information from technological document databases and applies morphology analysis to derive promising alternatives and conjoint analysis to evaluate their priority. in addition, the method used in developing a technology dictionary is presented, employing clustering and network analysis. this system also has the ability to communicate with experts in order to estimate the value of existing patents, which is inevitable for the priority-setting of alternatives, construct a morphological matrix and so on. this paper presents the system architecture and functions of this tool and moreover, illustrates the prototype implementation and case study of the same.",NA,NA
2-S2.0-85087340759,2020,"reshaping competitive advantages with analytics capabilities in service systems. big data analytics capability can reshape competitive advantages for a service system. however, little is known about how to develop and operationalize a service system analytics capability (ssac) model. drawing on the resource based view (rbv), dynamic capability theory (dct) and the emerging literature on big data analytics, this study develops and validates an ssac model and frames its impact on competitive advantages using a thematic analysis, delphi studies (n=35) and a survey (n=251). the main findings illuminate the varying importance of three primary dimensions (i.e., service system analytics management capability, technology capability and personnel capability) and various respective subdimensions (i.e., service system planning, investment, coordination, control, connectivity, compatibility, modularity, technology management knowledge, technical knowledge, business knowledge and relationship knowledge) in developing overall analytics capabilities for a service system. the findings also confirm the strong mediating effects of three dynamic capabilities (i.e., market sensing, seizing and reconfiguring) in establishing competitive advantages. we critically discuss the implications of our findings for theory, methods and practice with limitations and future research directions.",1,2.5009270487057926
2-S2.0-85087315155,2020,"building dynamic service analytics capabilities for the digital marketplace. service firms are now interacting with customers through a multitude of channels or touchpoints. this progression into the digital realm is leading to an explosion of data, and warranting advanced analytic methods to manage service systems. known as big data analytics, these methods harness insights to deliver, serve, and enhance the customer experience in the digital marketplace. although global economies are becoming service-oriented, little attention is paid to the role of analytics in service systems. as such, drawing on a systematic literature review and thematic analysis of 30 in-depth interviews, this study aims to understand the nature of service analytics to identify its capability dimensions. integrating the diverse areas of research on service systems, big data and dynamic capability theories, we propose a dynamic service analytics capabilities (dsac) framework consisting of management, technology, talent, data governance, model development, and service innovation capability. we also propose a future research agenda to advance dsac research for the emerging service systems in the digital marketplace.",1,0.5382282703024408
2-S2.0-85104767501,2021,"resources and digital export: an rbv perspective on the role of digital technologies and capabilities in cross-border e-commerce. building on the resource-based view (rbv) perspective of the firm and firms’ competitive capabilities, this study examines the digital export drivers as means for firms to exploit opportunities brought about by digital technologies in their b2c digital marketing activities. by leveraging a unique dataset covering 102 italy-based firms of different sizes (small, medium, and large), active in three different sectors (design and furniture, fashion, and food and beverage), this work examines the role of firm resources to support internationalization via digital channels. we find that: (1) smes do not suffer from a weaker propensity to engage with digital export despite resources constraints; (2) firms leveraging digital technologies are more likely to enhance their digital export, regardless of firm size; (3) digital capabilities are critical as firms employing an e-commerce manager have a higher propensity to undertake digital export than firms relying on a traditional export manager, regardless of firm size.",1,0.6927406617888423
2-S2.0-84992743798,2018,"the impact of big data analytics on firms’ high value business performance. big data analytics (bda) is an emerging phenomenon with the reported potential to transform how firms manage and enhance high value businesses performance. the purpose of our study is to investigate the impact of bda on operations management in the manufacturing sector, which is an acknowledged infrequently researched context. using an interpretive qualitative approach, this empirical study leverages a comparative case study of three manufacturing companies with varying levels of bda usage (experimental, moderate and heavy). the information technology (it) business value literature and a resource based view informed the development of our research propositions and the conceptual framework that illuminated the relationships between bda capability and organizational readiness and design. our findings indicate that bda capability (in terms of data sourcing, access, integration, and delivery, analytical capabilities, and people’s expertise) along with organizational readiness and design factors (such as bda strategy, top management support, financial resources, and employee engagement) facilitated better utilization of bda in manufacturing decision making, and thus enhanced high value business performance. our results also highlight important managerial implications related to the impact of bda on empowerment of employees, and how bda can be integrated into organizations to augment rather than replace management capabilities. our research will be of benefit to academics and practitioners in further aiding our understanding of bda utilization in transforming operations and production management. it adds to the body of limited empirically based knowledge by highlighting the real business value resulting from applying bda in manufacturing firms and thus encouraging beneficial economic societal changes.",1,1.9053148775024522
2-S2.0-85122418678,2022,"understanding artificial intelligence adoption in operations management: insights from the review of academic literature and social media discussions. in this digital era, data is new oil and artificial intelligence (ai) is new electricity, which is needed in different elements of operations management (om) such as manufacturing, product development, services and supply chain. this study explores the feasibility of ai utilization within an organization on six factors such as job-fit, complexity, long-term consequences, affect towards use, social factors and facilitating conditions for different elements of om by mining the collective intelligence of experts on twitter and through academic literature. the study provides guidelines for managers for ai applications in different components of om and concludes by presenting the limitations of the study along with future research directions.",6,0.38436041967117446
2-S2.0-84949671178,2016,"technology roadmapping for competitive technical intelligence. understanding the evolution and emergence of technology domains remains a challenge, particularly so for potentially breakthrough technologies. though it is well recognized that emergence of new fields is complex and uncertain, to make decisions amidst such uncertainty, one needs to mobilize various sources of intelligence to identify known–knowns and known–unknowns to be able to choose appropriate strategies and policies. this competitive technical intelligence cannot rely on simple trend analyses because breakthrough technologies have little past to inform such trends, and positing the directions of evolution is challenging. neither do qualitative tools, embracing the complexities, provide all the solutions, since transparent and repeatable techniques need to be employed to create best practices and evaluate the intelligence that comes from such exercises. in this paper, we present a hybrid roadmapping technique that draws on a number of approaches and integrates them into a multi-level approach (individual activities, industry evolutions and broader global changes) that can be applied to breakthrough technologies. we describe this approach in deeper detail through a case study on dye-sensitized solar cells. our contribution to this special issue is to showcase the technique as part of a family of approaches that are emerging around the world to inform strategy and policy.",NA,NA
2-S2.0-85101243762,2021,"artificial intelligence and business strategy towards digital transformation: a research agenda. in the past decade, current literature and businesses have drawn attention to artificial intelligence (ai) tools and in particular to the advances in machine learning techniques. nevertheless, while the ai technology offers great potential to solve difficulties, challenges remain implicated in practical implementation and lack of expertise in the strategic usage of ai to create business value. this paper aims to implement a systematic literature review analyzing convergence of the ai and corporate strategy and develop a theoretical model incorporating issues based on the existing research in this field. eighty-one peer-reviewed articles were discussed on the basis of research methodology from webster and watson (2002). in addition to gaps in future research, a theoretical model is developed, discussing the four sources of value creation: ai and machine learning in organizations; alignment of ai tools and information technology (it) with organizational strategy; ai, knowledge management and decision-making process; and ai, service innovation and value. these outcomes lead to both theoretical and managerial viewpoints, with extensive possibilities to generate new methods and types of management practices.",1,0.16223310547929215
2-S2.0-85095578098,2021,"artificial intelligence in marketing: topic modeling, scientometric analysis, and research agenda. the rapid advancement of artificial intelligence (ai) offers exciting opportunities for marketing practice and academic research. in this study, through the application of natural language processing, machine learning, and statistical algorithms, we examine extant literature in terms of its dominant topics, diversity, evolution over time, and dynamics to map the existing knowledge base. ten salient research themes emerge: (1) understanding consumer sentiments, (2) industrial opportunities of ai, (3) analyzing customer satisfaction, (4) electronic word-of-mouth–based insights, (5) improving market performance, (6) using ai for brand management, (7) measuring and enhancing customer loyalty and trust, (8) ai and novel services, (9) using ai to improve customer relationships, and (10) ai and strategic marketing. the scientometric analyses reveal key concepts, keyword co-occurrences, authorship networks, top research themes, landmark publications, and the evolution of the research field over time. with the insights as a foundation, this article closes with a proposed agenda for further research.",2,0.59511059612433
2-S2.0-85099122496,2022,"co-evolution of platform architecture, platform services, and platform governance: expanding the platform value of industrial digital platforms. industrial manufacturers increasingly develop digital platforms in the business-to-business (b2b) context. this emergent form of digital platforms requires a profound yet little understood holistic perspective that encompasses the co-evolution of platform architecture, platform services, and platform governance. to address this research gap, our study examines multiple platform sponsors from an industrial manufacturing context. the study demarcates three platform archetypes: product platform, supply chain platform, and platform ecosystem. we argue that each platform archetype involves a gradual development of platform architecture, platform services, and platform governance, which mirror each other. we also find that each platform archetype is characterized by a specific innovation mechanism that contributes to the platform service discovery and expands the platform value. our study extends the co-evolution perspective of platform ecosystem literature and digital servitization literature.",3,0.9889157631686267
2-S2.0-85102183109,2021,"spicing up hospitality service encounters: the case of pepper™. purpose: this paper aims to explore the implications of integrating humanoid service robots into hospitality service encounters by evaluating two service prototypes using softbank robotics’ popular service robot pepper™: to provide information (akin to a receptionist) and to facilitate order-taking (akin to a server). drawing both studies together, the paper puts forward novel, theory-informed yet context-rooted design principles for humanoid robot adoption in hospitality service encounters. design/methodology/approach: adopting a multiple method qualitative approach, two service prototypes are evaluated with hospitality and tourism experts (n = 30, prototype 1) and frontline hospitality employees (n = 18, prototype 2) using participant observation, in situ feedback, semi-structured interviews and photo-elicitation. findings: the adoption of humanoid service robots in hospitality is influenced by the following four layers of determinants: contextual, social, interactional and psychological factors, as well as extrinsic and intrinsic drivers of adoption. these empirical findings both confirm and extend previous conceptualizations of human-robot interaction (hri) in hospitality service. research limitations/implications: despite using photo-elicitation to evoke insight regarding the use of different types of service robots in hospitality, the paper mostly focuses on anthropomorphized service robots such as pepper™. practical implications: adopting humanoid service robots will transform hospitality operations, whereby the most routine, unpleasant tasks such as taking repeat orders or dealing with complaints may be delegated to service robots or human-robot teams. social implications: working with and receiving service from pepper™ changes the service encounter from direct practical, technical considerations to more nuanced social and psychological implications, particularly around feelings of self-esteem, social pressure and social judgment. originality/value: this paper presents one of the first empirical studies on hri in hospitality service encounters using softbank robotics’ pepper™. in doing so, the paper presents a novel framework for service robot adoption rooted in first-hand user interaction as opposed to previous, theory-driven conceptualizations of behavior or empirical studies exploring behavioral intention.",2,0.4485884531151416
2-S2.0-85109153903,2021,"enlightening the dynamic capabilities of design thinking in fostering digital transformation. digital transformation describes the deep-seated changes in organizational activities, processes, and capabilities induced by the advent of digital technologies. digital transformation requires sensing, seizing, and reconfiguring the digital technological challenges into opportunities. academic literature acknowledges the central role of design as a driver of innovation. furthermore, recent research discloses the value that design, especially design thinking, can have in leading digital transformations. in this understanding, design thinking has been proven to be an approach based on dynamic capabilities. what seems to lack in the current understanding is how the dynamic capabilities of design thinking can facilitate digital transformation. thus, the paper aims to shed light on how dynamic capabilities of design thinking foster discovering the opportunities digital technologies provide to enact the transformation. this paper investigates four different cases of consulting projects where the adoption of design thinking dynamic capabilities enhance the value of digital technologies towards a more human centric digital transformation. by being a business-to-business market, the consulting environment might inform readers how design thinking dynamic capabilities are salient for digital transformation. examining them, the paper proposes five design thinking dynamic capabilities that managers should cultivate: extending, debating, cropping, interpreting, and recombining. concerning academic debate, the paper enriches the understanding of digital transformation by unshadowing the value that design thinking dynamic capabilities might play in it.",3,0.6333917150480877
2-S2.0-85098228582,2021,"are we preparing for a good ai society? a bibliometric review and research agenda. artificial intelligence (ai) may be one of the most disruptive technologies of the 21st century, with the potential to transform every aspect of society. preparing for a “good ai society” has become a hot topic, with growing public and scientific interest in the principles, policies, incentives, and ethical frameworks necessary for society to enjoy the benefits of ai while minimizing the risks associated with its use. however, despite the renewed interest in artificial intelligence, little is known of the direction in which ai scholarship is moving and whether the field is evolving towards the goal of building a “good ai society”. based on a bibliometric analysis of 40147 documents retrieved from the web of science database, this study describes the intellectual, social, and conceptual structure of ai research. it provides 136 evidence-based research questions about how ai research can help understand the social changes brought about by ai and prepare for a “good ai society.” the research agenda is organized according to ten social impact domains identified from the literature, including crisis response, economic empowerment, educational challenges, environmental challenges, equality and inclusion, health and hunger, information verification and validation, infrastructure management, public and social sector management, security, and justice.",6,0.33868250599669
2-S2.0-85021367604,2017,"a bibliographic study on big data: concepts, trends and challenges. purpose: the purpose of paper is twofold. first, it provides a consolidated overview of the existing literature on “big data” and second, it presents the current trends and opens up various future directions for researchers who wish to explore and contribute in this rapidly evolving field. design/methodology/approach: to achieve the objective of this study, the bibliographic and network techniques of citation and co-citation analysis was adopted. this analysis involved an assessment of 57 articles published over a period of five years (2011-2015) in ten selected journals. findings: the findings reveal that the number of articles devoted to the study of “big data” has increased rapidly in recent years. moreover, the study identifies some of the most influential articles of this area. finally, the paper highlights the new trends and discusses the challenges associated with big data. research limitations/implications: this study focusses only on big data concepts, trends, and challenges and excludes research on its analytics. thus, researchers may explore and extend this area of research. originality/value: to the knowledge of the authors, this is the first study to review the literature on big data by using citation and co-citation analysis.",1,1.6988312900523814
2-S2.0-85092288947,2021,"the internet of things and corporate business models: a systematic literature review. the paper proposes a systematic literature review emphasising scholars’ view on the role of iot in shaping and developing business models of companies. providing a deep understanding of the state of the art, the paper drafts implications and valuable insights to address future research. a two-decade study of the connection of internet of things and business models has been investigated using scopus and isi web of science databases as leading sources to get access to the articles. the diffusion of internet of things needs to be investigated along its implications for corporate business models, such as modifications in the production process, interaction with customers and in the identification of the corporate building blocks. this study provides for the first time a systematic connection among iot and business models towards the lens of business, management and accounting field, providing valuable implications, insights and emerging issues.",3,0.2445023303606679
2-S2.0-85095859720,2021,"value creation for realising the sustainable development goals: fostering organisational adoption of big data analytics. the momentum has been building toward the realisation of the united nations development programme's sustainable development goals (sdgs). in this regard, technological upgrading through the adoption of innovative technologies, as in big data analytics (bda), can be seen as a key enabler of helping to address societal challenges. while there is some evidence for realising value created from bda adoption, organisational issues associated with societal challenges, specifically those targeting the sdgs, are yet to be appreciated. this study utilises a technology–organisation–environment framework to examine the role of top management support in facilitating value creation from bda adoption for the realisation sdgs. based on a survey of 320 uk managers, this study found that the technological driver of bda coupled with top management support, can significantly help in the adoption process. therefore, crafting the value needed for effectively supporting the realisation of these goals.",1,1.4059389708341459
2-S2.0-85046679338,2018,"business opportunities and challenges as the two sides of the climate change: corporate responses and potential implications for big data management towards a low carbon society. climate change represents a long-term risk to society, and this risk extends to organizations across several sectors. the risks associated with climate change have both pros and cons, and it is thus important to understand how organizations deal with the opportunities and challenges that climate change presents. furthermore, big data has gained increasing prominence due to its potential to transform ways of doing business. it is therefore important to understand the implications which big data will have for managing corporate responses to the opportunities and challenges presented by climate change. in this context, this article aimed to identify and analyze the challenges and opportunities that the climate crisis presents for organizations and to understand how organizations respond to this scenario, while examining the implications of big data management. this work adopted a structured literature review research method. the review showed that the opportunities emerging from the climate crisis tend to improve performance (environmental, financial and operational) as well as generating new business, while the challenges are related to the lack, or inefficiency, of governmental and regulatory support and an increase in costs. it was also identified that organizations respond to the climate crisis by investing in research and development, as well as through cooperation with other organizations. the results of this research serve as a guide for organizations that are concerned with the climate crisis situation, but currently can neither face the challenges it presents nor realize that this apparently threatening scenario also holds great business potential. the article also contributes to the debate on climate change policy by means of shedding light on possible methods to encourage organizations to make short-term investments to deal with the contingencies presented by climate change. finally, the article also highlights the effects of big data.",1,1.0471327309414558
2-S2.0-85101209423,2022,"adoption of ai-empowered industrial robots in auto component manufacturing companies. the usage of ai-empowered industrial robots (inros) is booming in the auto component manufacturing companies (acmcs) across the globe. based on a model leveraging the technology, organisation, and environment (toe) framework, this work examines the adoption of inros in acmcs in the context of an emerging economy. this research scrutinises the adoption intention and potential use of inros in acmcs through a survey of 460 senior managers and owners of acmcs in india. the findings indicate that perceived compatibility, external pressure, perceived benefits and support from vendors are critical predictors of inros adoption intention. interestingly, the study also reveals that it infrastructure and government support do not influence inros adoption intention. furthermore, the analysis suggests that perceived cost issues negatively moderate the relationship between the adoption intention and potential use of inros in acmcs. this study offers a theoretical contribution as it deploys the traditional toe framework and discovers counter-intuitively that it resources are not a major driver of technology adoption: as such, it suggests that a more comprehensive framework than the traditional rbv should be adopted. the work provides managerial recommendations for managers, shedding light on the antecedents of adoption intention and potential use of inros at acmcs in a country where the adoption of inros is in a nascent stage.",7,0.4416646061512034
2-S2.0-85085169156,2021,"the implications of artificial intelligence on the digital marketing of financial services to vulnerable customers. artificial intelligence (ai) is rapidly transforming digital marketing practices. while the extant literature extensively covers ai applications that generally benefit businesses and customers, there is scant research on ai deployments that exacerbate problems for financially vulnerable customers. these customers have limited access to financial systems, services or technologies. to rectify this research deficit, this paper describes the challenges confronting businesses as they attempt to integrate ai into the digital marketing of their financial services. ultimately, al-enabled digital marketing is not as simple as collecting big data and using analytical algorithms; the technology may not always help businesses target their customers more effectively. this paper examines the relationships between ai, digital marketing, and financial services in relation to vulnerable customers, highlighting key implications in the collection, processing, and delivery of information, as well as the importance of human connection for optimal customer experience and engagement with financial services providers. understanding ethical implications, as well as data and modelling challenges, is necessary for the successful deployment of ai. this study provides a theoretical framework to financial services providers, ai developers, marketers, policymakers, and academics, aiding the understanding of the precarious conditions facing vulnerable customers, and the ways in which they can more effectively be reached.",6,0.1789989432778218
